sessie_ID;campagne_ID;bezoeker_ID;starttijd_bezoek;eindtijd_bezoek;totale_tijd_bezoek;kliks_op_site_elementen;paginas_bekeken;apparaat;land;stad;verkeers_bron;conversie
303;3;2964;02-01-2001 15:38;02-01-2001 15:53;15;6;4;7;NL;3;1;0
304;3;1954;02-01-2001 15:39;02-01-2001 16:07;28;7;4;3;NL;8;4;0
305;3;1029;02-01-2001 15:42;02-01-2001 15:59;17;7;5;4;NL;7;4;0
306;1;1795;02-01-2001 15:43;02-01-2001 15:45;2;5;5;9;NL;3;2;1
307;1;2008;02-01-2001 15:46;02-01-2001 15:54;8;5;4;7;NL;5;3;0
308;3;328;02-01-2001 15:52;02-01-2001 16:21;29;5;4;8;NL;9;4;0
309;3;2499;02-01-2001 15:56;02-01-2001 16:01;5;7;3;5;NL;7;1;0
310;3;1309;02-01-2001 16:03;02-01-2001 16:28;25;7;3;5;NL;7;2;0
311;3;2537;02-01-2001 16:24;02-01-2001 16:51;27;7;4;5;NL;1;2;0
312;1;1835;02-01-2001 16:32;02-01-2001 16:39;7;6;3;5;NL;3;1;0
313;1;2582;02-01-2001 16:40;02-01-2001 16:57;17;6;2;2;NL;1;1;0
314;1;246;02-01-2001 16:46;02-01-2001 17:04;18;6;3;1;NL;9;3;0
315;3;128;02-01-2001 16:50;02-01-2001 17:14;24;6;4;8;NL;4;2;0
316;2;335;02-01-2001 16:50;02-01-2001 17:14;24;3;2;5;NL;5;1;1
317;3;2623;02-01-2001 16:56;02-01-2001 16:58;2;6;3;5;NL;5;2;0
318;1;2980;02-01-2001 17:03;02-01-2001 17:13;10;5;2;6;NL;5;1;0
319;1;2996;02-01-2001 17:03;02-01-2001 17:31;28;5;3;4;NL;1;3;0
320;2;997;02-01-2001 17:08;02-01-2001 17:19;11;2;1;9;NL;9;2;0
321;1;793;02-01-2001 17:09;02-01-2001 17:17;8;5;3;5;NL;4;3;0
322;1;1049;02-01-2001 17:10;02-01-2001 17:29;19;6;3;5;NL;9;4;0
323;2;2451;02-01-2001 17:11;02-01-2001 17:17;6;3;1;5;NL;7;2;0
324;1;755;02-01-2001 17:28;02-01-2001 17:33;5;5;4;2;NL;7;4;0
325;2;1642;02-01-2001 17:38;02-01-2001 18:02;24;3;3;2;NL;7;1;0
326;1;1938;02-01-2001 17:39;02-01-2001 17:43;4;5;5;2;NL;9;4;0
327;3;1084;02-01-2001 17:39;02-01-2001 18:05;26;6;5;3;NL;3;2;0
328;3;1419;02-01-2001 17:51;02-01-2001 17:59;8;7;5;2;NL;3;2;0
329;3;1995;02-01-2001 17:58;02-01-2001 18:02;4;6;5;3;NL;7;4;0
330;3;2371;02-01-2001 18:00;02-01-2001 18:22;22;7;4;9;NL;3;2;1
331;3;569;02-01-2001 18:14;02-01-2001 18:20;6;7;5;4;NL;8;3;0
332;2;1537;02-01-2001 18:21;02-01-2001 18:32;11;4;2;8;NL;1;4;0
333;1;463;02-01-2001 18:29;02-01-2001 18:40;11;6;5;4;NL;9;2;0
334;2;47;02-01-2001 18:33;02-01-2001 18:48;15;4;2;8;NL;4;2;0
335;1;1935;02-01-2001 18:38;02-01-2001 18:52;14;6;4;7;NL;1;2;1
336;1;1448;02-01-2001 18:43;02-01-2001 18:49;6;6;4;8;NL;6;2;0
337;3;778;02-01-2001 18:44;02-01-2001 18:51;7;6;4;3;NL;3;2;0
338;3;166;02-01-2001 18:45;02-01-2001 18:51;6;6;5;1;NL;3;1;0
339;3;2837;02-01-2001 18:54;02-01-2001 18:56;2;7;5;3;NL;5;4;0
340;3;2480;02-01-2001 18:55;02-01-2001 19:14;19;7;5;7;NL;6;3;1
341;1;2805;02-01-2001 19:06;02-01-2001 19:20;14;6;4;6;NL;2;4;1
342;1;341;02-01-2001 19:12;02-01-2001 19:16;4;6;4;7;NL;1;3;0
343;1;43;02-01-2001 19:17;02-01-2001 19:27;10;6;4;9;NL;5;2;0
344;3;651;02-01-2001 19:24;02-01-2001 19:44;20;6;4;3;NL;4;2;0
345;3;302;02-01-2001 19:25;02-01-2001 19:34;9;7;4;4;NL;6;4;0
346;3;1380;02-01-2001 19:28;02-01-2001 19:40;12;7;4;5;NL;7;1;0
347;3;1936;02-01-2001 19:31;02-01-2001 19:53;22;7;5;2;NL;6;2;1
348;3;586;02-01-2001 19:33;02-01-2001 19:53;20;7;5;6;NL;1;3;0
349;1;1190;02-01-2001 19:34;02-01-2001 19:55;21;7;4;1;NL;9;3;0
350;1;1618;02-01-2001 19:36;02-01-2001 19:48;12;6;4;9;NL;7;3;0
351;3;952;02-01-2001 19:47;02-01-2001 20:02;15;6;4;1;NL;1;1;1
352;3;1382;02-01-2001 19:49;02-01-2001 20:14;25;6;4;1;NL;7;1;1
353;2;1771;02-01-2001 19:55;02-01-2001 20:21;26;3;1;2;NL;8;3;0
354;3;2857;02-01-2001 19:58;02-01-2001 20:00;2;6;3;9;NL;6;2;0
355;3;931;02-01-2001 20:00;02-01-2001 20:25;25;6;4;8;NL;8;2;0
356;3;266;02-01-2001 20:12;02-01-2001 20:38;26;7;4;9;NL;8;4;0
357;3;2605;02-01-2001 20:13;02-01-2001 20:41;28;6;4;8;NL;9;3;1
358;3;1730;02-01-2001 20:25;02-01-2001 20:33;8;6;4;9;NL;9;3;1
359;1;1416;02-01-2001 20:27;02-01-2001 20:42;15;6;4;5;NL;2;1;0
360;3;2161;02-01-2001 20:28;02-01-2001 20:30;2;6;4;1;NL;1;3;0
361;2;2943;02-01-2001 20:30;02-01-2001 20:34;4;3;2;4;NL;6;4;0
362;2;383;02-01-2001 20:30;02-01-2001 20:47;17;2;2;2;NL;7;3;1
363;3;2581;02-01-2001 20:31;02-01-2001 20:37;6;6;5;3;NL;6;4;0
364;1;1909;02-01-2001 20:34;02-01-2001 20:41;7;6;4;7;NL;3;4;1
365;3;1756;02-01-2001 20:46;02-01-2001 20:55;9;6;5;2;NL;9;4;0
366;2;2592;02-01-2001 20:49;02-01-2001 21:03;14;3;3;3;NL;4;2;1
367;1;913;02-01-2001 21:03;02-01-2001 21:08;5;7;5;4;NL;7;2;0
368;3;2362;02-01-2001 21:08;02-01-2001 21:32;24;8;6;1;NL;6;2;0
369;1;1712;02-01-2001 21:08;02-01-2001 21:28;20;8;5;7;NL;9;4;0
370;1;2805;02-01-2001 21:11;02-01-2001 21:34;23;7;4;7;NL;7;2;0
371;1;1403;02-01-2001 21:20;02-01-2001 21:47;27;7;4;6;NL;6;4;0
372;3;2162;02-01-2001 21:21;02-01-2001 21:39;18;8;5;1;NL;8;4;1
373;1;1492;02-01-2001 21:22;02-01-2001 21:33;11;7;5;8;NL;1;3;0
374;3;1182;02-01-2001 21:24;02-01-2001 21:53;29;9;5;5;NL;7;1;1
375;2;1126;02-01-2001 21:32;02-01-2001 21:49;17;5;1;3;NL;6;3;0
376;3;2761;02-01-2001 21:37;02-01-2001 21:51;14;9;3;9;NL;7;1;0
377;3;2513;02-01-2001 21:47;02-01-2001 22:00;13;10;5;8;NL;3;3;1
378;1;676;02-01-2001 21:48;02-01-2001 21:50;2;8;4;4;NL;6;1;0
379;3;2596;02-01-2001 21:53;02-01-2001 22:21;28;9;5;4;NL;3;1;1
380;2;1751;02-01-2001 21:56;02-01-2001 22:20;24;4;2;9;NL;2;3;1
381;3;313;02-01-2001 21:57;02-01-2001 22:18;21;8;4;2;NL;6;2;0
382;1;2297;02-01-2001 22:03;02-01-2001 22:10;7;7;4;4;NL;1;3;0
383;2;487;02-01-2001 22:06;02-01-2001 22:33;27;3;2;6;NL;1;2;0
384;3;2616;02-01-2001 22:06;02-01-2001 22:12;6;7;5;4;NL;5;2;0
385;1;1364;02-01-2001 22:09;02-01-2001 22:17;8;6;4;3;NL;9;1;0
386;1;2749;02-01-2001 22:11;02-01-2001 22:14;3;7;4;1;NL;7;2;0
387;3;1449;02-01-2001 22:13;02-01-2001 22:22;9;8;5;3;NL;1;4;0
388;3;255;02-01-2001 22:17;02-01-2001 22:27;10;8;4;4;NL;1;4;0
389;3;2300;02-01-2001 22:19;02-01-2001 22:43;24;9;5;8;NL;4;2;1
390;3;2178;02-01-2001 22:21;02-01-2001 22:31;10;9;6;4;NL;4;1;0
391;3;907;02-01-2001 22:21;02-01-2001 22:49;28;9;5;2;NL;1;4;1
392;3;613;02-01-2001 22:25;02-01-2001 22:34;9;8;5;8;NL;3;3;0
393;1;2591;02-01-2001 22:27;02-01-2001 22:43;16;7;4;4;NL;2;1;0
394;1;2337;02-01-2001 22:29;02-01-2001 22:47;18;7;4;9;NL;6;1;0
395;2;894;02-01-2001 22:32;02-01-2001 22:57;25;4;2;1;NL;6;1;0
396;1;2102;02-01-2001 22:32;02-01-2001 22:54;22;7;5;1;NL;4;4;0
397;2;723;02-01-2001 22:32;02-01-2001 22:58;26;4;2;9;NL;6;4;0
398;1;544;02-01-2001 22:33;02-01-2001 23:01;28;7;5;1;NL;2;2;0
399;3;1992;02-01-2001 22:34;02-01-2001 22:38;4;8;6;1;NL;8;1;0
400;3;2498;02-01-2001 22:42;02-01-2001 22:45;3;8;6;6;NL;1;3;0
401;2;2756;02-01-2001 22:59;02-01-2001 23:13;14;5;4;3;NL;5;2;0
402;1;1385;02-01-2001 23:04;02-01-2001 23:09;5;8;6;5;NL;3;1;0
403;2;431;02-01-2001 23:15;02-01-2001 23:30;15;5;4;4;NL;5;2;0
404;3;1632;02-01-2001 23:16;02-01-2001 23:34;18;8;5;3;NL;5;2;0
405;1;2042;02-01-2001 23:21;02-01-2001 23:30;9;7;5;5;NL;6;1;0
406;1;2914;02-01-2001 23:21;02-01-2001 23:24;3;8;4;3;NL;9;3;1
407;1;337;02-01-2001 23:22;02-01-2001 23:50;28;8;5;3;NL;6;2;0
408;2;1970;02-01-2001 23:25;02-01-2001 23:36;11;4;2;3;NL;3;3;0
409;3;1537;02-01-2001 23:32;02-01-2001 23:57;25;9;5;2;NL;5;3;0
410;1;1766;02-01-2001 23:37;02-01-2001 23:56;19;7;5;5;NL;5;4;0
411;1;278;02-01-2001 23:39;02-01-2001 23:59;20;7;6;5;NL;8;4;0
412;3;51;02-01-2001 23:42;03-01-2001 00:05;23;8;6;1;NL;6;3;0
413;3;1819;02-01-2001 23:43;02-01-2001 23:51;8;8;5;5;NL;8;4;1
414;1;598;02-01-2001 23:45;02-01-2001 23:52;7;7;5;7;NL;6;3;0
415;1;1842;02-01-2001 23:48;03-01-2001 00:17;29;7;6;1;NL;6;1;0
416;2;80;02-01-2001 23:54;03-01-2001 00:14;20;4;3;3;NL;3;4;0
417;1;2404;02-01-2001 23:54;03-01-2001 00:03;9;7;5;9;NL;3;4;1
418;1;1000;02-01-2001 23:59;03-01-2001 00:18;19;8;5;4;NL;1;2;0
419;1;1354;02-01-2001 23:59;03-01-2001 00:11;12;9;5;1;NL;5;2;0
420;1;1034;03-01-2001 00:02;03-01-2001 00:27;25;9;5;5;NL;9;4;0
421;3;1255;03-01-2001 00:07;03-01-2001 00:22;15;10;6;4;NL;1;2;0
422;2;1591;03-01-2001 00:13;03-01-2001 00:23;10;5;3;2;NL;9;2;1
423;1;1937;03-01-2001 00:13;03-01-2001 00:34;21;8;5;1;NL;8;3;0
424;1;2069;03-01-2001 00:16;03-01-2001 00:38;22;8;5;8;NL;4;2;0
425;3;2970;03-01-2001 00:24;03-01-2001 00:35;11;9;6;8;NL;3;2;0
426;1;538;03-01-2001 00:26;03-01-2001 00:48;22;9;5;7;NL;6;4;0
427;3;2615;03-01-2001 00:31;03-01-2001 00:38;7;8;5;1;NL;8;1;0
428;3;1805;03-01-2001 00:33;03-01-2001 00:40;7;8;5;8;NL;1;1;1
429;2;929;03-01-2001 00:35;03-01-2001 00:59;24;4;2;5;NL;5;2;0
430;3;2751;03-01-2001 00:43;03-01-2001 01:02;19;8;5;5;NL;1;1;0
431;1;2120;03-01-2001 00:45;03-01-2001 00:47;2;7;5;8;NL;6;2;0
432;3;555;03-01-2001 00:48;03-01-2001 01:08;20;9;6;4;NL;1;1;0
433;1;525;03-01-2001 00:49;03-01-2001 00:58;9;9;6;3;NL;3;3;0
434;1;1977;03-01-2001 00:50;03-01-2001 00:58;8;8;6;3;NL;7;3;0
435;1;2189;03-01-2001 00:50;03-01-2001 01:03;13;7;5;9;NL;7;2;0
436;1;137;03-01-2001 00:51;03-01-2001 01:05;14;7;5;5;NL;3;3;1
437;2;1884;03-01-2001 00:54;03-01-2001 01:20;26;3;2;6;NL;5;1;0
438;3;1593;03-01-2001 00:55;03-01-2001 01:08;13;7;5;6;NL;2;1;0
439;3;2908;03-01-2001 00:59;03-01-2001 01:08;9;7;5;2;NL;6;2;1
440;3;2224;03-01-2001 01:01;03-01-2001 01:24;23;8;5;4;NL;1;1;0
441;3;2727;03-01-2001 01:01;03-01-2001 01:17;16;8;5;9;NL;8;4;0
442;1;103;03-01-2001 01:05;03-01-2001 01:06;1;8;5;2;NL;1;2;0
443;2;2292;03-01-2001 01:07;03-01-2001 01:26;19;4;2;9;NL;6;2;0
444;3;1001;03-01-2001 01:08;03-01-2001 01:23;15;9;6;3;NL;4;2;0
445;2;1660;03-01-2001 01:09;03-01-2001 01:26;17;5;3;3;NL;3;2;0
446;1;2633;03-01-2001 01:14;03-01-2001 01:20;6;8;6;1;NL;5;1;0
447;2;2609;03-01-2001 01:43;03-01-2001 01:57;14;5;3;6;NL;2;4;0
448;3;677;03-01-2001 01:44;03-01-2001 02:03;19;10;6;3;NL;6;1;0
449;3;721;03-01-2001 01:56;03-01-2001 02:16;20;10;6;5;NL;6;2;0
450;1;2168;03-01-2001 02:00;03-01-2001 02:20;20;9;6;6;NL;5;4;0
451;3;2634;03-01-2001 02:07;03-01-2001 02:36;29;10;6;6;NL;4;2;0
452;1;1837;03-01-2001 02:13;03-01-2001 02:28;15;10;6;9;NL;5;3;0
453;2;164;03-01-2001 02:14;03-01-2001 02:27;13;6;3;6;NL;9;1;0
454;3;491;03-01-2001 02:21;03-01-2001 02:37;16;10;6;2;NL;7;2;0
455;1;2248;03-01-2001 02:24;03-01-2001 02:34;10;9;6;7;NL;1;4;0
456;3;2225;03-01-2001 02:25;03-01-2001 02:35;10;10;6;1;NL;3;2;0
457;3;2689;03-01-2001 02:25;03-01-2001 02:46;21;9;7;8;NL;1;2;0
458;3;1596;03-01-2001 02:25;03-01-2001 02:35;10;9;7;3;NL;3;1;1
459;3;1283;03-01-2001 02:30;03-01-2001 02:52;22;11;6;7;NL;8;3;0
460;3;336;03-01-2001 02:33;03-01-2001 02:55;22;9;6;2;NL;8;2;0
461;3;2346;03-01-2001 02:35;03-01-2001 03:03;28;9;6;4;NL;5;4;0
462;2;2848;03-01-2001 02:39;03-01-2001 02:43;4;5;3;7;NL;7;2;0
463;3;136;03-01-2001 02:39;03-01-2001 02:50;11;9;7;6;NL;4;4;0
464;2;1476;03-01-2001 02:39;03-01-2001 03:02;23;4;4;1;NL;5;4;0
465;1;1066;03-01-2001 02:45;03-01-2001 02:58;13;8;6;1;NL;8;4;0
466;1;2235;03-01-2001 02:48;03-01-2001 03:07;19;8;7;9;NL;3;3;1
467;1;2290;03-01-2001 02:49;03-01-2001 03:11;22;9;7;5;NL;3;3;0
468;3;653;03-01-2001 02:49;03-01-2001 03:15;26;9;7;8;NL;2;2;0
469;3;2856;03-01-2001 02:52;03-01-2001 02:59;7;10;6;1;NL;2;1;0
470;3;412;03-01-2001 02:54;03-01-2001 03:02;8;10;7;5;NL;1;1;0
471;2;2343;03-01-2001 02:59;03-01-2001 03:13;14;5;3;6;NL;8;2;0
472;3;2224;03-01-2001 03:01;03-01-2001 03:16;15;10;6;9;NL;8;3;0
473;3;487;03-01-2001 03:04;03-01-2001 03:31;27;10;6;7;NL;4;1;0
474;1;2021;03-01-2001 03:06;03-01-2001 03:08;2;9;5;6;NL;6;4;0
475;3;811;03-01-2001 03:08;03-01-2001 03:16;8;10;6;3;NL;3;4;0
476;3;823;03-01-2001 03:13;03-01-2001 03:40;27;10;5;9;NL;1;1;0
477;3;260;03-01-2001 03:14;03-01-2001 03:32;18;9;6;3;NL;5;1;0
478;3;2239;03-01-2001 03:17;03-01-2001 03:37;20;10;6;3;NL;2;4;0
479;3;2422;03-01-2001 03:19;03-01-2001 03:27;8;10;7;7;NL;8;1;0
480;1;1515;03-01-2001 03:22;03-01-2001 03:41;19;9;6;9;NL;3;1;1
481;3;2328;03-01-2001 03:25;03-01-2001 03:36;11;10;7;8;NL;7;1;0
482;1;1046;03-01-2001 03:46;03-01-2001 04:08;22;9;7;2;NL;3;3;1
483;1;1695;03-01-2001 03:48;03-01-2001 03:51;3;9;7;8;NL;2;1;0
484;1;2360;03-01-2001 03:58;03-01-2001 04:07;9;8;7;4;NL;5;1;0
485;3;1292;03-01-2001 03:59;03-01-2001 04:18;19;9;7;2;NL;2;2;0
486;2;1850;03-01-2001 04:01;03-01-2001 04:19;18;4;4;9;NL;4;3;0
487;1;436;03-01-2001 04:06;03-01-2001 04:31;25;9;8;9;NL;3;4;0
488;3;1522;03-01-2001 04:13;03-01-2001 04:37;24;10;8;4;NL;8;1;0
489;1;2552;03-01-2001 04:14;03-01-2001 04:15;1;8;7;1;NL;5;2;0
490;3;2319;03-01-2001 04:22;03-01-2001 04:25;3;10;7;2;NL;7;3;0
491;3;901;03-01-2001 04:24;03-01-2001 04:35;11;9;7;5;NL;6;2;0
492;1;1634;03-01-2001 04:35;03-01-2001 05:03;28;9;6;1;NL;9;3;0
493;1;1859;03-01-2001 04:38;03-01-2001 04:52;14;9;5;3;NL;4;1;0
494;2;2815;03-01-2001 04:57;03-01-2001 05:23;26;5;2;2;NL;8;3;1
495;1;2486;03-01-2001 05:00;03-01-2001 05:02;2;9;6;9;NL;9;4;0
496;1;2454;03-01-2001 05:00;03-01-2001 05:28;28;10;5;4;NL;9;3;0
497;3;2258;03-01-2001 05:01;03-01-2001 05:03;2;11;7;4;NL;7;3;0
498;3;1075;03-01-2001 05:10;03-01-2001 05:34;24;10;7;4;NL;9;1;0
499;3;1131;03-01-2001 05:14;03-01-2001 05:40;26;10;6;1;NL;7;4;1
500;3;1395;03-01-2001 05:16;03-01-2001 05:25;9;10;7;5;NL;3;3;0
501;1;1278;03-01-2001 05:19;03-01-2001 05:28;9;9;6;9;NL;2;3;0
502;3;2872;03-01-2001 05:27;03-01-2001 05:44;17;10;7;8;NL;2;1;0
503;3;2626;03-01-2001 05:34;03-01-2001 05:55;21;10;7;3;NL;6;3;0
504;3;2685;03-01-2001 05:40;03-01-2001 05:44;4;10;7;1;NL;2;3;0
505;2;1823;03-01-2001 05:50;03-01-2001 05:57;7;5;3;7;NL;3;3;0
506;3;574;03-01-2001 05:51;03-01-2001 06:13;22;11;6;8;NL;6;1;0
507;1;432;03-01-2001 05:53;03-01-2001 06:17;24;10;5;9;NL;3;1;0
508;3;823;03-01-2001 05:55;03-01-2001 06:00;5;11;6;6;NL;7;2;1
509;2;1953;03-01-2001 05:55;03-01-2001 06:21;26;5;3;5;NL;9;3;0
510;1;1093;03-01-2001 05:56;03-01-2001 06:22;26;8;6;7;NL;1;2;0
511;2;1965;03-01-2001 05:56;03-01-2001 06:22;26;5;4;7;NL;6;3;0
512;3;2639;03-01-2001 05:56;03-01-2001 06:03;7;9;7;7;NL;8;4;0
513;3;1003;03-01-2001 05:57;03-01-2001 06:17;20;9;6;3;NL;2;4;0
514;3;2782;03-01-2001 05:59;03-01-2001 06:04;5;9;6;9;NL;8;3;0
515;1;1536;03-01-2001 05:59;03-01-2001 06:05;6;9;5;1;NL;5;3;0
516;2;2407;03-01-2001 06:00;03-01-2001 06:03;3;4;2;1;NL;6;1;0
517;3;180;03-01-2001 06:03;03-01-2001 06:18;15;11;7;6;NL;1;1;0
518;3;827;03-01-2001 06:07;03-01-2001 06:28;21;11;7;6;NL;4;3;0
519;1;2792;03-01-2001 06:08;03-01-2001 06:14;6;10;7;5;NL;4;4;0
520;3;2661;03-01-2001 06:08;03-01-2001 06:14;6;11;7;9;NL;2;1;0
521;2;1713;03-01-2001 06:08;03-01-2001 06:17;9;7;3;8;NL;7;3;0
522;3;99;03-01-2001 06:09;03-01-2001 06:15;6;12;7;7;NL;5;2;1
523;1;180;03-01-2001 06:09;03-01-2001 06:34;25;10;6;2;NL;8;1;0
524;1;1268;03-01-2001 06:09;03-01-2001 06:14;5;10;7;1;NL;2;2;0
525;2;2694;03-01-2001 06:10;03-01-2001 06:19;9;5;3;2;NL;7;2;1
526;2;1133;03-01-2001 06:13;03-01-2001 06:22;9;5;3;6;NL;6;4;0
527;3;2652;03-01-2001 06:13;03-01-2001 06:19;6;10;6;7;NL;6;4;1
528;1;1606;03-01-2001 06:13;03-01-2001 06:41;28;9;6;8;NL;3;4;1
529;1;405;03-01-2001 06:13;03-01-2001 06:20;7;9;5;1;NL;7;1;0
530;2;1682;03-01-2001 06:20;03-01-2001 06:35;15;4;2;3;NL;3;4;1
531;3;1093;03-01-2001 06:21;03-01-2001 06:38;17;9;6;4;NL;7;3;0
532;1;676;03-01-2001 06:28;03-01-2001 06:36;8;8;6;6;NL;4;1;0
533;3;2025;03-01-2001 06:32;03-01-2001 06:46;14;10;7;1;NL;5;3;1
534;3;614;03-01-2001 06:37;03-01-2001 06:42;5;10;8;8;NL;6;1;0
535;1;2716;03-01-2001 06:38;03-01-2001 06:53;15;9;7;1;NL;1;2;0
536;1;2410;03-01-2001 06:52;03-01-2001 06:53;1;9;7;5;NL;4;4;0
537;1;2346;03-01-2001 06:55;03-01-2001 07:08;13;9;7;9;NL;2;4;0
538;3;229;03-01-2001 06:57;03-01-2001 07:08;11;10;7;2;NL;9;2;1
539;1;2882;03-01-2001 07:00;03-01-2001 07:11;11;9;7;7;NL;4;1;0
540;3;1480;03-01-2001 07:01;03-01-2001 07:05;4;10;8;5;NL;1;3;0
541;3;2199;03-01-2001 07:02;03-01-2001 07:31;29;11;8;8;NL;1;1;0
542;1;575;03-01-2001 07:03;03-01-2001 07:04;1;10;6;6;NL;9;4;0
543;1;2304;03-01-2001 07:03;03-01-2001 07:08;5;10;6;8;NL;2;2;1
544;1;959;03-01-2001 07:03;03-01-2001 07:06;3;10;6;4;NL;1;1;0
545;3;2121;03-01-2001 07:04;03-01-2001 07:33;29;10;6;2;NL;2;1;0
546;1;832;03-01-2001 07:10;03-01-2001 07:20;10;10;6;7;NL;2;2;0
547;3;2797;03-01-2001 07:11;03-01-2001 07:24;13;11;7;9;NL;1;3;0
548;2;2125;03-01-2001 07:12;03-01-2001 07:34;22;5;3;4;NL;9;4;0
549;3;1357;03-01-2001 07:21;03-01-2001 07:23;2;11;6;8;NL;1;3;0
550;3;1368;03-01-2001 07:27;03-01-2001 07:29;2;12;6;8;NL;7;3;0
551;3;1;03-01-2001 07:32;03-01-2001 07:38;6;13;6;6;NL;8;2;1
552;2;899;03-01-2001 07:34;03-01-2001 07:54;20;7;3;8;NL;6;4;0
553;3;2367;03-01-2001 07:42;03-01-2001 08:11;29;13;7;6;NL;2;4;0
554;2;2494;03-01-2001 07:46;03-01-2001 08:04;18;6;3;8;NL;7;3;0
555;2;2999;03-01-2001 07:47;03-01-2001 08:13;26;6;3;4;NL;3;4;1
556;3;258;03-01-2001 07:47;03-01-2001 08:13;26;11;7;5;NL;4;2;0
557;2;752;03-01-2001 07:48;03-01-2001 07:57;9;6;4;1;NL;3;2;0
558;1;2299;03-01-2001 07:58;03-01-2001 08:04;6;11;7;2;NL;8;4;1
559;1;1084;03-01-2001 07:59;03-01-2001 08:04;5;11;7;6;NL;6;2;1
560;3;745;03-01-2001 08:20;03-01-2001 08:44;24;12;8;7;NL;2;4;0
561;3;844;03-01-2001 08:22;03-01-2001 08:42;20;11;9;1;NL;4;4;0
562;1;2754;03-01-2001 08:24;03-01-2001 08:50;26;11;8;1;NL;8;4;0
563;1;2573;03-01-2001 08:27;03-01-2001 08:42;15;11;8;1;NL;9;2;0
564;3;17;03-01-2001 08:37;03-01-2001 09:06;29;12;8;5;NL;9;2;0
565;3;2521;03-01-2001 08:42;03-01-2001 09:08;26;12;8;4;NL;2;2;0
566;3;1670;03-01-2001 08:46;03-01-2001 09:10;24;12;8;1;NL;8;3;0
567;1;2533;03-01-2001 08:55;03-01-2001 09:19;24;10;8;8;NL;6;3;0
568;3;1867;03-01-2001 08:59;03-01-2001 09:03;4;12;8;5;NL;7;2;1
569;3;2065;03-01-2001 09:00;03-01-2001 09:22;22;11;8;1;NL;4;1;0
570;3;1732;03-01-2001 09:06;03-01-2001 09:34;28;11;8;7;NL;6;2;0
571;1;2204;03-01-2001 09:06;03-01-2001 09:15;9;10;8;9;NL;3;4;0
572;3;2445;03-01-2001 09:07;03-01-2001 09:31;24;10;7;4;NL;5;4;0
573;3;1525;03-01-2001 09:07;03-01-2001 09:18;11;10;7;9;NL;3;1;0
574;2;337;03-01-2001 09:22;03-01-2001 09:29;7;4;2;4;NL;4;4;0
575;1;280;03-01-2001 09:30;03-01-2001 09:52;22;9;6;1;NL;4;1;0
576;2;1247;03-01-2001 09:38;03-01-2001 09:43;5;5;4;2;NL;8;3;0
577;1;1420;03-01-2001 09:38;03-01-2001 09:52;14;11;7;1;NL;6;1;0
578;3;2591;03-01-2001 09:38;03-01-2001 10:06;28;12;8;3;NL;6;4;0
579;3;100;03-01-2001 09:44;03-01-2001 09:49;5;12;8;4;NL;3;4;0
580;3;2666;03-01-2001 09:45;03-01-2001 09:50;5;12;8;4;NL;4;2;0
581;1;166;03-01-2001 09:47;03-01-2001 10:15;28;12;7;5;NL;5;3;0
582;2;1495;03-01-2001 09:56;03-01-2001 10:19;23;7;4;8;NL;8;4;0
583;3;1268;03-01-2001 10:03;03-01-2001 10:17;14;13;7;1;NL;2;1;0
584;1;1674;03-01-2001 10:03;03-01-2001 10:15;12;12;6;9;NL;1;3;0
585;2;128;03-01-2001 10:14;03-01-2001 10:42;28;5;4;3;NL;5;2;0
586;3;2291;03-01-2001 10:17;03-01-2001 10:38;21;13;8;9;NL;8;3;1
587;3;403;03-01-2001 10:19;03-01-2001 10:46;27;13;9;2;NL;7;3;0
588;3;2339;03-01-2001 10:20;03-01-2001 10:23;3;13;8;1;NL;8;3;0
589;1;1700;03-01-2001 10:26;03-01-2001 10:42;16;11;7;2;NL;4;3;0
590;3;2664;03-01-2001 10:30;03-01-2001 10:52;22;13;8;3;NL;3;3;0
591;1;2936;03-01-2001 10:33;03-01-2001 10:35;2;11;7;9;NL;6;1;0
592;3;2531;03-01-2001 10:34;03-01-2001 10:49;15;13;7;5;NL;1;4;0
593;3;1356;03-01-2001 10:41;03-01-2001 10:43;2;12;7;2;NL;9;1;0
594;1;1243;03-01-2001 10:44;03-01-2001 11:11;27;12;6;6;NL;7;2;1
595;3;1989;03-01-2001 10:47;03-01-2001 11:07;20;12;7;5;NL;5;3;0
596;3;1949;03-01-2001 10:47;03-01-2001 10:53;6;12;8;7;NL;2;4;0
597;2;2371;03-01-2001 10:58;03-01-2001 11:14;16;5;3;7;NL;3;3;1
598;2;1450;03-01-2001 11:04;03-01-2001 11:08;4;5;4;8;NL;9;1;0
599;3;1388;03-01-2001 11:14;03-01-2001 11:38;24;12;7;2;NL;1;2;0
600;1;354;03-01-2001 11:14;03-01-2001 11:20;6;11;6;5;NL;1;1;0
601;3;507;03-01-2001 11:17;03-01-2001 11:35;18;12;8;6;NL;4;3;0
602;3;2465;03-01-2001 11:37;03-01-2001 11:40;3;13;7;6;NL;3;3;1
603;3;2967;03-01-2001 11:40;03-01-2001 11:45;5;12;7;9;NL;7;3;0
604;3;1805;03-01-2001 11:46;03-01-2001 12:15;29;12;7;9;NL;1;4;0
605;2;1033;03-01-2001 11:57;03-01-2001 12:09;12;6;4;8;NL;8;3;0
606;2;174;03-01-2001 11:58;03-01-2001 12:02;4;6;4;3;NL;8;4;0
